post,tags
17084,"[u'#nicolewallace', u'#msnbc', u'#pheonix', u'#arizona', u'#mayor', u'#gregstanton', u'#moral', u'#failedleadership', u'#politics', u'#whitesupremacy', u'#whitehouse', u'#trump', u'#campaignrally', u'#stopthemadness', u'#stoptrump', u'#equalrights', u'#racism', u'#healing', u'#america', u'#usa']"
17085,"[u'#Repost', u'#donaldtrump', u'#johnkelly', u'#whitehouse', u'#dumptrump2016', u'#securityclearance', u'#women', u'#metoo', u'#votedemocrat', u'#abuse', u'#strongwomen', u'#supportwomen', u'#speakup', u'#ibelieveher', u'#votedemocrat', u'#violenceagainstwomen', u'#trumpwhitehouse']"
17086,"[u'#Congress', u'#nancypelosi', u'#standup', u'#speaksout', u'#metoo', u'#metoo', u'#democrats', u'#dowhatsright', u'#sexualharassment', u'#johnconyers', u'#michigan', u'#usa', u'#washingtondc', u'#stopsexism', u'#enoughisenough', u'#future', u'#strongertogether', u'#strongwomen', u'#powerfulwomen', u'#bravewomen']"
17087,"[u'#Russia', u'#russiagate', u'#jaredkushner', u'#donaldtrump', u'#investigatetrump', u'#investigaterussia', u'#whitehouse', u'#moscow', u'#usa', u'#surprising', u'#notsurprising']"
17088,"[u'#trumpputin', u'#trumprussia', u'#johnmccain', u'#arizona', u'#vote2018', u'#timeforchange', u'#collusion', u'#followthemoney']"
17089,"[u'#Iloveelephants', u'#elephants', u'#republicans', u'#democrats', u'#democracy', u'#elephantkiller', u'#donaldtrumpjr', u'#donaldtrump', u'#safari', u'#africanelephants', u'#usa', u'#wearebetter', u'#stopkilling', u'#stoptrump', u'#dumptrump', u'#stillwithher', u'#speakup', u'#truth', u'#justice']"
17090,"[u'#roymoore', u'#justsayno', u'#alabama', u'#democracy', u'#republican', u'#democrats', u'#stoptrump', u'#usa', u'#americans', u'#usa', u'#fightback', u'#evangelical']"
17091,"[u'#thankyou', u'#barackobama', u'#presidentobama', u'#firstladymichelleobama', u'#michelleobama', u'#whitehouse', u'#44', u'#respect', u'#honor', u'#justice', u'#equalityforall', u'#decency', u'#morality', u'#painting', u'#instaart', u'#instahistory']"
17092,"[u'#marchforscience', u'#march', u'#washingtondc', u'#presidentobama', u'#globalwarming', u'#environment', u'#science', u'#children', u'#future', u'#world', u'#parisclimateconference']"
17093,"[u'#brokenpromises', u'#first100days', u'#president', u'#trump', u'#economy', u'#canada', u'#jobs', u'#executiveorder', u'#failure', u'#failed', u'#tradewar', u'#strongertogether', u'#presidentobama', u'#hillaryclinton', u'#stoptrump', u'#dumptrump', u'#biggestloser']"
17094,"[u'#tax', u'#taxes', u'#trumptaxes', u'#stevemnuchin', u'#garyCohn', u'#foreclosureking', u'#makingrichricher', u'#dishonestdonald', u'#lyingtrump', u'#helpthewealthy', u'#deficit', u'#republican', u'#democrats', u'#treasuresecretary', u'#populism']"
17095,"[u'#whitehouse', u'#president', u'#presidente', u'#jaredkushner', u'#donaldtrump', u'#ivankatrump', u'#bananarepublic', u'#nytimes', u'#government', u'#noexperience', u'#unqualified', u'#vote', u'#minoritypresident', u'#riggedelection', u'#conflictofinterest', u'#unitedstates', u'#resist', u'#insist', u'#persistence', u'#enlist', u'#amjoy', u'#msnbc']"
17096,"[u'#Repost', u'#jimmykimmel', u'#forgiveness', u'#gunsafety', u'#guncontrol', u'#momsdemandaction', u'#newtown', u'#usa', u'#republicans', u'#votedemocrat', u'#midtermelections', u'#guncontrolnow', u'#usa', u'#americans', u'#weneedchange', u'#florida', u'#parklandflorida']"
17097,"[u'#Repost', u'#justicedepartment', u'#robertmueller', u'#donaldtrump', u'#presidenttrump', u'#trump', u'#russia', u'#trumprussiaties', u'#politics', u'#votedemocrat', u'#midtermelections', u'#democrats', u'#obstructionofjustice', u'#muellertime', u'#corruption', u'#collusion', u'#trumprussia', u'#justice', u'#', u'#robertmueller']"
17098,"[u'#sandyhookshooting', u'#sandyhookelementary', u'#enough', u'#everytownforgunsafety', u'#momsdemandaction', u'#stopkillingourchildren', u'#votethemout', u'#nonramoney']"
17099,"[u'#women', u'#LosAngeles', u'#womensmarchlosangeles', u'#lalaland', u'#womensrights', u'#']"
17100,"[u'#Repost', u'#fightforfreedom', u'#democrats', u'#democracy', u'#republicans', u'#speakup', u'#speakout', u'#resist', u'#persist', u'#insist', u'#women', u'#powefulwomen', u'#strongertogether', u'#strongwomen', u'#womensrights', u'#womenleaders', u'#smartwomen', u'#girls', u'#teens', u'#revolutionarygirlutena', u'#love', u'#gratitude', u'#kindness', u'#hope', u'#stoptrump', u'#instahumor', u'#changeisgood', u'#changenow', u'#fightforfreedom', u'#equalrights', u'#vote']"
17101,"[u'#today', u'#totalmeltdown', u'#whitehouse', u'#fireandfury', u'#democrats', u'#', u'#watch', u'#listen', u'#collusion', u'#corruption', u'#votedemocrat', u'#stoptrump', u'#usa', u'#americans', u'#trumprussia']"
17102,"[u'#Repost', u'#BlackHistoryMonth', u'#corybooker', u'#midtermelections', u'#votedemocrat', u'#vote', u'#staywoke', u'#blackhistorymonth', u'#leader']"
17103,"[u'#Repost', u'#donaldtrump', u'#presidenttrump', u'#whitehouse', u'#politics', u'#100days', u'#trump', u'#trumpsfirst100days', u'#tweets', u'#golf', u'#maralago', u'#executiveorder', u'#presidentobama', u'#hillaryclinton', u'#strongertogether', u'#enlist', u'#resist', u'#persist', u'#assist', u'#democrats', u'#fakenews', u'#truth', u'#fact', u'#factnews', u'#maralago', u'#brokenpromises', u'#dictator', u'#autocrat']"
17104,"[u'#healthcare', u'#healthcareforall', u'#humanrights', u'#lovethyneighbor', u'#strongertogether', u'#plannedparenthood', u'#preexistingconditions', u'#mitchmcconnell', u'#trumpcare', u'#deathcare', u'#taxcutsfortherich', u'#losangeles', u'#lalaland', u'#newyork', u'#kentucky', u'#washingtondc']"
17105,"[u'#economy', u'#obama', u'#democrat', u'#democracy', u'#healthyeconomy', u'#growingeconomy', u'#strongertogether', u'#strongeconomy', u'#jobs', u'#chuckschumer', u'#dianefeinstein', u'#f', u'#nancypelosi', u'#stoptrump', u'#realfacts', u'#nofakenews', u'#fakenews', u'#reality', u'#nytimes', u'#cnn', u'#washingtonpost', u'#whitehouse', u'#america', u'#rallyandresist', u'#hillaryclinton', u'#stillwithhher', u'#ThanksObama']"
17106,"[u'#Australia', u'#USA', u'#lessonsoflife', u'#enoughisenough', u'#trumpshutdown', u'#government', u'#trumptaxscam', u'#trumpuniversity', u'#learnfromthepast', u'#historyrepeatsitself']"
17107,"[u'#mustread', u'#nytimes', u'#paulkrugman', u'#goptaxscam', u'#trumptaxscam', u'#followthemoney', u'#richgetricher', u'#corporatetaxcuts', u'#scam', u'#taxpayers', u'#youvebeenscammed', u'#votethemout', u'#votedemocrat', u'#registertovote', u'#vote2018', u'#midtermelections', u'#november62018']"
17108,"[u'#conorlambforcongress', u'#pennsylvania', u'#conorlamb', u'#women', u'#men', u'#americanvalues', u'#americandream', u'#usmilitary', u'#leadership', u'#redtoblue', u'#democrats', u'#democracy', u'#vote2018', u'#votedemocrat', u'#marines', u'#jobs', u'#healthcare', u'#politcalvideo', u'#watchnow', u'#goodmorningpennsylvania', u'#']"
17109,"[u'#democracy', u'#constitution', u'#government', u'#justice', u'#trump', u'#americans', u'#usa', u'#iwillvote', u'#midtermelections', u'#vote2018']"
17110,"[u'#whitehouse', u'#corruption', u'#draintheswamp', u'#adamschiff', u'#timeforchange', u'#iwillvote', u'#midtermelections', u'#vote2018', u'#votethemout', u'#corruptWH']"
17111,"[u'#lazy', u'#johnkelly', u'#dreamers', u'#dreamerswelcome', u'#strongeemetogether', u'#corruption', u'#racism', u'#sexism', u'#whitehousetour', u'#', u'#disgrace']"
17112,"[u'#msnbc', u'#amjoy', u'#dishonestdonald', u'#presidentobama', u'#russia', u'#russiahacking', u'#malcolmnance', u'#fbi', u'#cia', u'#trumprussia', u'#putin', u'#riggedelection', u'#russianhacking', u'#media', u'#instavideo', u'#plentyofDeadRussians']"
17113,"[u'#russiagate', u'#mueller', u'#investigate', u'#trumprussia', u'#trumpputin', u'#riggedelection', u'#collusion', u'#corruption', u'#amnesia', u'#truth', u'#justice', u'#stoplying', u'#coverup', u'#americadeservesthetruth', u'#obstructionofjustice', u'#followthemoney', u'#followthefacts']"
17114,"[u'#trumprussia', u'#russiagate', u'#susancollins', u'#maine', u'#senators', u'#attorneygeneral', u'#fbi', u'#doj', u'#jeffsessions', u'#robertmueller', u'#jaketapper', u'#cnn', u'#recuse', u'#moneylaundering', u'#investigate', u'#specialcounsel', u'#justicedepartment', u'#followthemoney', u'#followthefacts', u'#followforfollow', u'#stoplyingtoamerica', u'#attack', u'#constitution', u'#women', u'#strongwomen', u'#powerfulwomen', u'#hillaryclinton']"
17115,"[u'#instacartoon', u'#politicalcartoon', u'#politicalhumor', u'#bostonglobe', u'#boston', u'#corruption', u'#dumptrump', u'#democratsunite', u'#yeswecan']"
17116,"[u'#democratsunite', u'#fightforwhatsright', u'#speakup', u'#standup', u'#vote', u'#dontstaysilent', u'#children', u'#resist', u'#noracism', u'#hope', u'#', u'#protest', u'#resist', u'#democrats', u'#democracy', u'#independents', u'#dumptrump', u'#stoptrump', u'#votenovember6th2018', u'#silenceisnotanoption', u'#teachyourchildren', u'#childrensrights', u'#environment', u'#education', u'#jobs', u'#women']"
17117,"[u'#emmys', u'#emmywinner', u'#emmyawards', u'#stephencolbert', u'#democrats', u'#usa', u'#france', u'#england', u'#germany', u'#tv', u'#trump', u'#president', u'#politicalhumor', u'#instafunny', u'#laughorcry']"
17118,"[u'#democrats', u'#win', u'#rhodeisland', u'#sandracano', u'#vote2018', u'#bluewave', u'#votedemocrat', u'#dnc']"
17119,"[u'#democrats', u'#democraticparty', u'#dnc', u'#dccc', u'#dscc', u'#dga', u'#votedemocrat', u'#midtermelections', u'#women', u'#dreamers', u'#lgbtq', u'#africanamerican', u'#asian', u'#latino', u'#disabled', u'#muslims', u'#jews', u'#americans', u'#', u'#oneforallandallforone', u'#strongertogether', u'#joekennedy', u'#kennedyfamily']"
17120,"[u'#newyorker', u'#newyorkeecartoon', u'#cartoon', u'#gop', u'#republican', u'#grandoldparty', u'#politicalhumor', u'#hunting', u'#elephants', u'#safari', u'#politicalcartoon', u'#usa', u'#laugh', u'#smile', u'#forget', u'#cantremember', u'#nomemory', u'#jeffsessions', u'#jaredkushner', u'#donaldtrumpjr', u'#donaldtrump']"
17121,"[u'#trump', u'#stockmarket', u'#fall', u'#punish', u'#china', u'#americans', u'#usa', u'#economy', u'#timeforachange', u'#vote2018', u'#votethemout', u'#latimes']"
17122,"[u'#muellertime', u'#tellthetruth', u'#robertmueller', u'#fbi', u'#russiagate', u'#collusion', u'#corruption', u'#treason', u'#dumptrump', u'#votethemout', u'#votedemocrat']"
17123,"[u'#Repost', u'#karma', u'#justice', u'#kharm', u'#followthrmoney', u'#nowalls', u'#dumptrump2016', u'#stopracism', u'#legal', u'#midtermelections', u'#votedemocrat', u'#']"
17124,"[u'#democrats', u'#democracy', u'#makeamericagreatagain', u'#stillwithher', u'#hillaryclinton', u'#politics', u'#riggedelection', u'#usa', u'#american', u'#thanksgiving', u'#turkeyday', u'#families', u'#happythanksgiving']"
17125,"[u'#Repost', u'#hillaryclinton', u'#whathappened', u'#onwardtogether', u'#read', u'#greatbook', u'#instabook', u'#bookgram', u'#hillary', u'#stillwithher', u'#truth', u'#love', u'#kindness', u'#powerfulwomen', u'#strongwomen', u'#girls', u'#women', u'#mujeres', u'#strongertogether', u'#riggedelection', u'#womenempowerment', u'#usa', u'#yes', u'#shesback', u'#womenleaders']"
17126,"[u'#nytimes', u'#factcheck', u'#trump', u'#obamacare', u'#obama', u'#jobs', u'#crime', u'#truth', u'#fakenews', u'#facts', u'#love', u'#f', u'#f4', u'#freedom', u'#humanrights', u'#pollution', u'#strongertogether', u'#lies', u'#lyingtrump', u'#russianhacking', u'#russia', u'#minoritypresident', u'#lyingtrump', u'#nytimes', u'#nyc', u'#congress', u'#senate', u'#supremecourt']"
17127,"[u'#Repost', u'#climatechange', u'#climatechangeisreal', u'#globalwarmingisreal', u'#pollution', u'#coal', u'#fossilfuels', u'#newyork', u'#newyorkcity', u'#mayordeblasio', u'#followthemoney', u'#chevron', u'#bp', u'#conocophillips', u'#exxonmobil', u'#royaldutch', u'#shelloil', u'#cleanair', u'#environment', u'#keepourworldclean', u'#mothernature', u'#', u'#buzzfeed', u'#ClimateDisruption']"
17128,"[u'#ivankatrump', u'#ivanka', u'#complicit', u'#complict', u'#complicity', u'#complicit', u'#firstdaughter', u'#illegal', u'#illegalactivity', u'#cbs', u'#stephencolbert', u'#jaredkushner', u'#whitehouse', u'#truth', u'#justice', u'#help', u'#america', u'#stopthehate', u'#media', u'#press', u'#stoptrump', u'#stopthemadness', u'#wrongdoing']"
17129,"[u'#elizabethwarren', u'#elizabeth', u'#truth', u'#russia', u'#freedom', u'#wilburross', u'#riggedelection', u'#love', u'#me', u'#stillwithher', u'#strongwomen', u'#strongertogether', u'#stoptrump', u'#stoplying', u'#stoprepublicans', u'#like4like', u'#lying', u'#f', u'#f4', u'#follow4follow']"
17130,"[u'#americans', u'#america', u'#education', u'#realnews', u'#truth', u'#knowledge', u'#hillaryclinton', u'#civics', u'#stillwithher', u'#russiagate', u'#trumprussia', u'#riggedelection', u'#stoplying', u'#enoughisnotenough', u'#impeachtrump', u'#americanhistory', u'#usa', u'#democrats', u'#democracy', u'#tellthetruth', u'#fakepresident', u'#fakenews']"
17131,"[u'#Repost', u'#InternationalWomensDay', u'#WomensHistoryMonth', u'#womensrights', u'#womensequality', u'#womenoftheworld', u'#girlswhokissgirls', u'#teengirls', u'#ericschneiderman', u'#newyork', u'#kamalaharris', u'#soniasotomayor', u'#justice', u'#lawyers', u'#legal', u'#womenlawyers', u'#equalityforall', u'#strongwomen', u'#women', u'#men']"
17132,"[u'#', u'#lynching', u'#neveragain', u'#stopwhitesupremacy', u'#noracism', u'#americans', u'#', u'#Justice', u'#peace', u'#africanamericanhistory', u'#americanhistory', u'#neveragain', u'#montgomeryalabama']"
17133,"[u'#playpresident', u'#trump', u'#unqualified', u'#games', u'#toys', u'#stoptrump', u'#stoplying', u'#stopthemadness', u'#Trevornoah', u'#comedy', u'#comedycentral', u'#politicalsatire', u'#presidentobama', u'#hillaryclinton', u'#president', u'#presidente', u'#riggedelection', u'#funny', u'#inspire', u'#insist', u'#resist', u'#enlist', u'#persist', u'#me', u'#whitehouse', u'#america', u'#fisherprice', u'#toys']"
17134,"[u'#tedcruz', u'#texas', u'#trevornoah', u'#newyork', u'#senate', u'#usa', u'#elizabethwarren', u'#lindseygraham', u'#johnmccain', u'#bus', u'#donaldtrump', u'#donald', u'#dailyshow', u'#northkorea', u'#f', u'#funny', u'#firethefool', u'#', u'#comedycentral', u'#first100days', u'#brokenpromises']"
17135,"[u'#Repost', u'#President', u'#Trump', u'#imwithandersoncooper', u'#mute', u'#idontwanttrumpdramaeither', u'#stoptrump', u'#stoplying', u'#runthecountry', u'#stephencolbert', u'#andersoncooper', u'#f4', u'#losangeles', u'#democrats', u'#presidentobama', u'#president', u'#hillaryclinton', u'#strongertogether', u'#press', u'#cnn']"
17136,"[u'#Repost', u'#army', u'#parade', u'#usamilitary', u'#usaarmy', u'#servicemenandwomen', u'#navyairforce', u'#marines', u'#weneedchange', u'#dumptrump', u'#midtermelections', u'#votedemocrat', u'#hope', u'#democrats', u'#france', u'#']"
17137,"[u'#nomusic', u'#mexican', u'#african', u'#lgbtq', u'#veteran', u'#homeless', u'#disabled', u'#children', u'#equalityforeveryone', u'#equality', u'#resist', u'#staywoke', u'#womensmarch', u'#votedemocrat', u'#midtermelections', u'#enoughisenough', u'#stoplying', u'#tellthetruth', u'#']"
17138,"[u'#gunsafety', u'#guncontrol', u'#guncontrolnow', u'#everytownforgunsafety', u'#momsdemandaction', u'#sandyhook', u'#parklandflorida', u'#assaultweapons', u'#usa', u'#americans', u'#votedemocrat', u'#midtermelections']"
17139,"[u'#gotv', u'#congress', u'#democrats', u'#flipcongress', u'#2018', u'#impeachtrump', u'#stoptrump', u'#stoplying', u'#majorityofamerica', u'#politics', u'#political', u'#usa', u'#america', u'#healthcare', u'#trumpcare', u'#women', u'#lgbtq', u'#minorities', u'#students', u'#houseofrepresentatives', u'#amjoy', u'#maga', u'#nancypelosi', u'#democracy']"
17140,"[u'#CNN', u'#mikeflynn', u'#donaldtrump', u'#russia', u'#russiagate', u'#saudiarabia', u'#israel', u'#italy', u'#investigatetrump', u'#investigaterussiagate', u'#hillaryclinton', u'#presidentobama', u'#congress', u'#republican', u'#democrats', u'#berniesanders', u'#nancypelosi', u'#paulryan', u'#whitehouse', u'#collusion', u'#corruption', u'#trumpputin', u'#trumprussia', u'#russiahacking', u'#lyingtrump']"
17141,"[u'#Alabama', u'#democrats', u'#getoffyourass', u'#charlesbarkley', u'#basketball', u'#blackwomen', u'#wakeupcall', u'#takenforever', u'#africanamericanwomen', u'#leaders', u'#powerfulwomen', u'#bravewomen', u'#payattention', u'#staywoke', u'#usa', u'#dnc', u'#dscc', u'#dccc', u'#dougjones']"
17142,"[u'#Repost', u'#UraniumOne', u'#Republicans', u'#HillaryClinton', u'#AMJoy', u'#factsmatter', u'#politics', u'#strongertogether', u'#standup', u'#truthmatters', u'#needtoimpeach', u'#makeamericasaneagain', u'#impeachtrump', u'#stoplying', u'#stoptrump', u'#enoughisenough', u'#stoplying', u'#trumprussia', u'#russia', u'#canada', u'#lying', u'#fakefoxnews', u'#russiagate', u'#republicans', u'#democrats', u'#democracy', u'#beyonce', u'#congress', u'#government', u'#statedepartment', u'#tellthetruth']"
17143,"[u'#maxinewaters', u'#maxine', u'#dccc', u'#democrat', u'#democrats', u'#congress', u'#stoptrump', u'#trumplies', u'#lyingtrump', u'#dishonestdonald', u'#enlist', u'#resist', u'#persist', u'#america', u'#usa', u'#jonossoff', u'#georgia', u'#california', u'#losangeles', u'#politics']"
17144,"[u'#democrats', u'#democracy', u'#news', u'#americans', u'#payattention', u'#muellertime', u'#fbi', u'#truthmatters', u'#stoplying', u'#vote2018', u'#midtermelections']"
17145,"[u'#corruption', u'#collusion', u'#lies', u'#evangelicals', u'#infidelity']"
17146,"[u'#hrmcmaster', u'#nationalsecurity', u'#mikeflo', u'#russiagate', u'#trumprussia', u'#corruption', u'#collusion', u'#trumpgate', u'#investigate', u'#followthemoney', u'#stoprussia', u'#enoughisenough', u'#democracy', u'#truth']"
17147,"[u'#hillaryclinton', u'#stillwithher', u'#worldleader', u'#powerfulwoman', u'#strongwoman', u'#hillary', u'#popularvote', u'#usa', u'#realleader', u'#america', u'#mujeres', u'#mujeresfuertes', u'#mujeresalpoder', u'#makeadifference', u'#smart', u'#educated', u'#wise', u'#thoughtful', u'#strongertogether', u'#onwardtogether', u'#future']"
17148,"[u'#Repost', u'#EqualPayDay', u'#womenempowerment', u'#womensrights', u'#women', u'#teengirls', u'#mothers', u'#grandmothers', u'#iwillvote', u'#vote2018', u'#midtermelections']"
